1356998403000000,747,0,07470001,2012-12-31,3493,SL,0,-6.236852,53.425327,-709,747006,40040,7411,0
1356998405000000,27,0,null,2012-12-31,3883,RD,0,-6.233417,53.342232,0,27017,33521,395,0
1356998407000000,40,0,null,2012-12-31,2226,HN,0,-6.278250,53.416683,0,40206,33142,6071,0
1356998407000000,7,0,00071003,2012-12-31,6106,D1,0,-6.231633,53.317768,0,7019,43004,3222,1
1356998411000000,747,0,07471001,2012-12-31,3531,SL,0,-6.254617,53.355484,-454,747007,40039,1445,0
1356998411000000,56,0,056A1001,2012-12-31,1830,RD,0,-6.233183,53.342201,0,56001,33488,2379,0
1356998417000000,25,0,025A0001,2012-12-31,2866,CD,0,-6.296867,53.347500,0,25007,33604,4604,0
1356998423000000,747,0,07470001,2012-12-31,3493,SL,0,-6.238668,53.425789,-687,747006,40040,7411,0
1356998425000000,27,0,null,2012-12-31,3883,RD,0,-6.233400,53.342232,0,27017,33521,395,0
1356998427000000,4,0,null,2012-12-31,4243,HN,0,-6.279000,53.416683,0,4001,43043,7226,0
1356998427000000,272,0,027B0002,2012-12-31,258,HN,0,-6.276866,53.416149,0,272002,40030,332,0
1356998427000000,83,0,null,2012-12-31,5322,HN,0,-6.277283,53.415783,0,83008,40028,2492,0
1356998427000000,130,0,null,2012-12-31,2063,CF,0,-6.191300,53.359135,0,130003,33345,1767,0
1356998427000000,40,0,null,2012-12-31,2226,HN,0,-6.278250,53.416683,0,40206,33142,6071,0
1356998427000000,40,0,040D1001,2012-12-31,2223,HN,0,-6.278917,53.416668,0,40207,33166,841,0
1356998427000000,40,0,00401001,2012-12-31,5625,HN,0,-6.277417,53.416302,0,40107,33184,7474,1
1356998427000000,40,0,040D0001,2012-12-31,2217,HN,0,-6.278867,53.416649,0,40203,33217,7343,0
1356998427000000,7,0,00071003,2012-12-31,6106,D1,0,-6.231633,53.317768,0,7019,43004,3222,1
1356998427000000,13,0,00131002,2012-12-31,3341,HN,0,-6.277500,53.415932,0,13102,33183,332,1
1356998427000000,56,0,056A1001,2012-12-31,1830,RD,0,-6.233183,53.342201,0,56001,33488,2380,0
1356998427000000,25,0,025A0001,2012-12-31,2866,CD,0,-6.296867,53.347500,0,25007,33604,7386,0
1356998427000000,4,0,00041002,2012-12-31,4599,HN,0,-6.277317,53.415817,0,4012,43035,281,1
1356998427000000,272,0,null,2012-12-31,347,HN,0,-6.277583,53.416084,0,272005,40021,300,0
1356998431000000,56,0,056A1001,2012-12-31,1830,RD,0,-6.233183,53.342201,0,56001,33488,2380,0
1356998431000000,747,0,07471001,2012-12-31,3531,SL,0,-6.254617,53.355465,-454,747007,40039,1445,0
1356998443000000,747,0,07470001,2012-12-31,3493,SL,0,-6.240617,53.426517,-687,747006,40040,7411,0
1356998445000000,7,0,00071003,2012-12-31,6106,D1,0,-6.231650,53.317768,0,7019,43004,3222,1
1356998445000000,27,0,null,2012-12-31,3883,RD,0,-6.233383,53.342232,0,27017,33521,395,0
1356998451000000,56,0,056A1001,2012-12-31,1830,RD,0,-6.233150,53.342182,0,56001,33488,2380,0
1356998451000000,747,0,07471001,2012-12-31,3531,SL,0,-6.254617,53.355465,-454,747007,40039,1445,0
1356998465000000,27,0,null,2012-12-31,3883,RD,0,-6.233383,53.342232,0,27017,33521,395,0
1356998465000000,7,0,00071003,2012-12-31,6106,D1,0,-6.231650,53.317768,0,7019,43004,3222,1
1356998469000000,40,0,null,2012-12-31,2226,HN,0,-6.278217,53.416683,0,40206,33142,6071,0
1356998471000000,56,0,056A1001,2012-12-31,1830,RD,0,-6.233150,53.342182,0,56001,33488,2380,0
1356998471000000,747,0,07471001,2012-12-31,3531,SL,0,-6.254633,53.355450,-454,747007,40039,1445,0
1356998483000000,747,0,07470001,2012-12-31,3493,SL,0,-6.241462,53.426617,-687,747006,40040,7401,0
1356998485000000,130,0,null,2012-12-31,2063,CF,0,-6.191300,53.359135,0,130003,33345,1767,0
1356998485000000,40,0,040D0001,2012-12-31,2217,HN,0,-6.278867,53.416649,0,40203,33217,7318,0
1356998485000000,272,0,null,2012-12-31,258,HN,0,-6.276866,53.416149,0,272002,40030,332,0
1356998485000000,27,0,null,2012-12-31,3883,RD,0,-6.233383,53.342201,0,27017,33521,395,0
1356998485000000,40,0,null,2012-12-31,2226,HN,0,-6.278217,53.416683,0,40206,33142,6071,0
